"Count","Tradelist Count","Name","Edition","Condition","Language","Foil","Tags","Last Modified","Collector Number","Alter","Proxy","Purchase Price"
"1","1","Land Tax","4ed","Near Mint","English","","","2023-04-12 17:38:07.040000","34","False","True",""
"1","1","Land's Edge","chr","Near Mint","English","","","2023-04-13 08:43:24.420000","52","False","False",""
"1","1","Lantern Kami","chk","Near Mint","English","","","2023-07-03 08:00:25.983000","32","False","False",""
"1","1","Lapis Orb of Dragonkind","clb","Near Mint","English","","","2023-02-01 16:04:37.713000","82","False","False",""
"1","1","Lapis Orb of Dragonkind","clb","Near Mint","English","foil","","2023-03-11 15:27:54.773000","82","False","False",""
"1","1","Lapis Orb of Dragonkind","clb","Heavily Played","English","","","2023-10-21 17:25:09.413000","82","False","True",""
"1","1","Last March of the Ents","ltr","Near Mint","English","","","2023-10-11 09:31:40.083000","418","False","False",""
"1","1","Lathiel, the Bounteous Dawn","mul","Near Mint","English","","","2023-05-11 07:15:05.143000","50","False","False",""
"2","2","Lathliss, Dragon Queen","jmp","Near Mint","English","","","2023-10-21 17:36:26.570000","340","False","True",""
"7","7","Lat-Nam's Legacy","all","Near Mint","English","","","2023-04-12 20:04:54.430000","30b","False","False",""
"4","4","Lat-Nam's Legacy","all","Near Mint","English","","","2023-04-12 20:04:40.797000","30a","False","False",""
"2","2","Lattice-Blade Mantis","one","Near Mint","English","","","2023-02-09 10:12:24.280000","173","False","False",""
"1","1","Lava Axe","m19","Near Mint","German","","","2023-07-03 07:35:28.280000","150","False","False",""
"2","2","Lava Burst","ice","Near Mint","English","","","2023-03-04 19:22:19.183000","198","False","False",""
"1","1","Lava Storm","wth","Near Mint","English","","","2023-04-12 20:45:41.257000","110","False","False",""
"1","1","Lavastep Raider","j22","Mint","English","","","2023-01-21 13:13:55.757000","568","False","False",""
"1","1","Lavinia, Azorius Renegade","rna","Near Mint","English","","","2023-04-12 17:37:53.643000","189","False","True",""
"1","1","Lay Claim","j22","Mint","English","","","2023-01-21 13:13:55.757000","312","False","False",""
"1","1","Lazotep Plating","war","Near Mint","English","","","2023-04-29 13:40:17.433000","59","False","False",""
"1","1","Lead-Belly Chimera","vis","Near Mint","English","","","2023-04-10 08:06:02.557000","148","False","False",""
"1","1","Leadership Vacuum","c19","Near Mint","English","","","2023-05-24 12:24:47.370000","9","False","False",""
"5","5","Leaping Lizard","hml","Near Mint","English","","","2023-03-04 18:33:21.473000","90","False","False",""
"1","1","Learn from the Past","ltc","Near Mint","English","","","2023-06-11 19:48:02.520000","192","False","False",""
"1","1","Leave in the Dust","j22","Mint","English","","","2023-01-21 13:13:55.757000","313","False","False",""
"1","1","Ledger Shredder","psnc","Near Mint","German","","","2023-05-25 05:43:13.203000","46p","False","False",""
"1","1","Leeches","hml","Near Mint","English","","","2023-03-04 16:44:10.137000","9","False","False",""
"2","2","Legerdemain","tmp","Near Mint","English","","","2023-04-12 19:49:04.797000","72","False","False",""
"1","1","Legions of Lim-Dûl","ice","Near Mint","English","","","2023-03-05 09:56:11.460000","142","False","False",""
"1","1","Legolas Greenleaf","ltc","Near Mint","English","","","2023-06-11 19:48:02.520000","40","False","False",""
"1","1","Leonin Lightbringer","one","Near Mint","English","","","2023-02-09 09:51:19.613000","20","False","False",""
"2","2","Leshrac's Rite","ice","Near Mint","English","","","2023-03-05 09:57:51.853000","143","False","False",""
"1","1","Leshrac's Sigil","ice","Near Mint","English","","","2023-02-01 11:05:38.357000","144","False","False",""
"2","2","Leviathan","4ed","Near Mint","English","","","2023-01-29 09:04:32.970000","80","False","False",""
"1","1","Ley Druid","4ed","Near Mint","English","","","2023-04-13 09:16:22.507000","256","False","False",""
"2","2","Leyline of Anticipation","pm20","Near Mint","English","","","2023-10-21 17:27:11.720000","64p","False","True",""
"1","1","Leyline of Anticipation","clb","Near Mint","English","","","2023-07-03 12:36:33.447000","726","False","False",""
"1","1","Liberator, Urza's Battlethopter","pbro","Near Mint","English","","","2023-07-03 18:29:14.447000","237p","False","True",""
"1","1","Liberator, Urza's Battlethopter","bro","Near Mint","English","","","2023-07-03 18:29:18.160000","237","False","False",""
"1","1","Library of Lat-Nam","all","Near Mint","English","","","2023-01-29 09:00:55.230000","31","False","False",""
"2","2","Library of Leng","4ed","Near Mint","English","","","2023-01-29 08:41:08.287000","333","False","False",""
"3","3","Lichenthrope","vis","Near Mint","English","","","2023-01-21 17:55:53.870000","112","False","False",""
"1","1","Liege of the Hollows","wth","Near Mint","English","","","2023-05-24 12:35:57.000000","131","False","True",""
"1","1","Liege of the Pit","tsp","Near Mint","English","","","2023-05-24 12:36:02.687000","113","False","True",""
"1","1","Life from the Loam","rav","Near Mint","English","","","2023-10-11 09:38:28.007000","172","False","False",""
"1","1","Lifecrafter's Bestiary","pw23","Near Mint","English","foil","","2023-07-21 20:46:39.283000","2","False","False",""
"1","1","Lifeforce","4ed","Near Mint","English","","","2023-04-13 09:20:00.840000","257","False","False",""
"1","1","Life's Legacy","m15","Near Mint","English","","","2023-01-31 19:20:16.050000","183","False","False",""
"1","1","Lifetap","4ed","Near Mint","English","","","2023-04-13 09:07:52.370000","81","False","False",""
"1","1","Lifetap","3ed","Near Mint","English","","","2023-04-13 08:30:15.990000","63","False","False",""
"1","1","Light of Hope","j22","Mint","English","","","2023-01-21 13:13:55.757000","209","False","False",""
"1","1","Lightning Blast","tmp","Near Mint","English","","","2023-04-12 20:48:12.933000","185","False","False",""
"2","2","Lightning Bolt","4ed","Near Mint","English","","","2023-01-21 18:00:54.897000","208","False","False",""
"1","1","Lightning Bolt","2ed","Played","English","","","2023-01-21 14:09:52.000000","162","False","False",""
"1","1","Lightning Bolt","sta","Near Mint","Japanese","","","2023-09-07 14:23:41.177000","105","False","False",""
"3","3","Lightning Cloud","vis","Near Mint","English","","","2023-01-21 18:05:53.423000","87","False","False",""
"2","2","Lightning Elemental","tmp","Near Mint","English","","","2023-03-04 19:18:10.967000","186","False","False",""
"5","5","Lightning Greaves","2xm","Near Mint","English","","","2023-10-21 16:50:10.413000","360","False","True",""
"2","2","Lightning Greaves","mrd","Good (Lightly Played)","English","","","2023-06-20 12:32:00.613000","199","False","False",""
"1","1","Lightning Greaves","ltc","Near Mint","English","","","2023-07-03 17:51:31.377000","281","False","False",""
"3","3","Lightning Reflexes","mir","Near Mint","English","","","2023-03-04 19:10:13.460000","186","False","False",""
"1","1","Lignify","ltc","Near Mint","English","","","2023-06-11 19:48:02.520000","252","False","False",""
"1","1","Liliana, Death's Majesty","j22","Mint","English","","","2023-01-28 16:06:31.043000","433","False","False",""
"1","1","Liliana, Dreadhorde General","pwar","Near Mint","English","","","2023-04-12 17:37:39.190000","97p","False","True",""
"1","1","Liliana, Dreadhorde General","war","Near Mint","English","","","2023-06-17 16:55:43.007000","97","False","False",""
"1","1","Liliana's Standard Bearer","moc","Near Mint","English","","","2023-04-10 07:45:23.203000","255","False","False",""
"2","2","Liliana's Steward","j22","Mint","English","","","2023-07-05 07:07:29.993000","436","False","False",""
"3","3","Lim-Dûl's Cohort","ice","Near Mint","English","","","2023-02-01 12:04:08.053000","145","False","False",""
"1","1","Lim-Dûl's Hex","ice","Near Mint","English","","","2023-03-05 09:58:17.623000","146","False","False",""
"2","2","Lim-Dûl's Paladin","all","Near Mint","English","","","2023-03-03 19:30:03.550000","108","False","False",""
"3","3","Lim-Dûl's Vault","all","Near Mint","English","","","2023-01-26 07:53:46.313000","107","False","False",""
"2","2","Lion's Eye Diamond","mir","Near Mint","English","","","2023-04-12 17:37:25.063000","307","False","True",""
"1","1","Liquimetal Torque","brc","Near Mint","English","","","2023-03-21 15:25:29.810000","145","False","False",""
"1","1","Lithoform Engine","znr","Near Mint","English","foil","","2023-06-28 10:08:31.560000","375","False","False",""
"1","1","Lithoform Engine","brc","Near Mint","English","","","2023-01-28 15:08:38.020000","146","False","False",""
"1","1","Lithomantic Barrage","mom","Near Mint","English","","","2023-09-28 06:15:59.690000","152","False","False",""
"1","1","Littjara Kinseekers","j22","Mint","English","","","2023-01-21 13:13:55.757000","315","False","False",""
"2","2","Living Armor","chr","Near Mint","English","","","2023-03-03 19:59:38.763000","103","False","False",""
"1","1","Llanowar Behemoth","wth","Near Mint","English","","","2023-01-21 07:58:59.383000","132","False","False",""
"3","3","Llanowar Elves","4ed","Near Mint","English","","","2023-01-29 08:48:41.007000","261","False","False",""
"1","1","Llanowar Elves","m12","Near Mint","English","","","2023-04-29 13:44:52.367000","182","False","False",""
"3","3","Llanowar Elves","3ed","Near Mint","English","","","2023-01-29 08:48:22.373000","211","False","False",""
"1","1","Llanowar Scout","dom","Near Mint","English","","","2023-07-26 18:58:58.923000","170","False","False",""
"1","1","Llanowar Wastes","c19","Near Mint","English","","","2023-05-24 12:24:47.370000","258","False","False",""
"2","2","Llanowar Wastes","pbro","Near Mint","English","","","2023-07-07 12:27:31.410000","264p","False","True",""
"1","1","Llanowar Wastes","bro","Near Mint","English","","","2023-03-18 09:38:44.477000","299","False","False",""
"1","1","Lobotomy","tmp","Near Mint","English","","","2023-02-01 09:35:34.640000","267","False","False",""
"1","1","Locthwain Lancer","moc","Near Mint","English","","","2023-04-10 07:45:23.203000","27","False","False",""
"1","1","Locust Swarm","mir","Near Mint","English","","","2023-04-11 12:30:06.343000","226","False","False",""
"1","1","Lodestone Bauble","all","Near Mint","English","","","2023-01-30 09:29:13.180000","122","False","False",""
"1","1","Lonely Sandbar","ltc","Near Mint","English","","","2023-06-11 19:48:02.520000","319","False","False",""
"1","1","Longbow Archer","vis","Near Mint","English","","","2023-03-04 20:41:37.180000","12","False","False",""
"1","1","Lookout's Dispersal","j22","Mint","English","","","2023-01-21 13:13:55.757000","316","False","False",""
"1","1","Loran of the Third Path","bro","Near Mint","English","","","2023-05-24 12:36:07.860000","12","False","True",""
"1","1","Lord of Atlantis","4ed","Near Mint","English","","","2023-01-21 16:53:02.473000","82","False","False",""
"1","1","Lord of the Accursed","j22","Mint","English","","","2023-01-28 16:05:42.240000","69","False","False",""
"1","1","Lord of the Pit","4ed","Near Mint","English","","","2023-01-30 12:02:26.273000","144","False","False",""
"1","1","Lord of the Pit","ima","Near Mint","English","","","2023-05-24 12:36:13.433000","96","False","True",""
"1","1","Lord of Tresserhorn","all","Near Mint","English","","","2023-01-21 14:25:07.737000","112","False","False",""
"1","1","Lórien Revealed","ltr","Near Mint","English","","","2023-06-11 19:48:02.520000","60","False","False",""
"1","1","Lossarnach Captain","ltc","Near Mint","English","","","2023-06-11 19:48:55.913000","16","False","False",""
"4","4","Lost Soul","4ed","Near Mint","English","","","2023-04-13 09:11:48.433000","145","False","False",""
"1","1","Lost Soul","5ed","Near Mint","English","","","2023-03-04 21:01:01.297000","175","False","False",""
"1","1","Lost to Legend","ltr","Near Mint","English","","","2023-06-11 19:48:55.913000","22","False","False",""
"1","1","Lothlórien Blade","ltc","Near Mint","English","","","2023-06-11 19:48:02.520000","77","False","False",""
"1","1","Lotus Cobra","znr","Near Mint","English","","","2023-05-24 12:36:19.063000","307","False","True",""
"1","1","Lotus Petal","mps","Near Mint","English","foil","","2023-10-21 16:56:01.100000","15","False","True",""
"1","1","Lotus Petal","tmp","Near Mint","English","","","2023-01-26 07:48:20.657000","294","False","False",""
"1","1","Lotus Vale","wth","Near Mint","English","","","2023-08-24 06:57:20.107000","165","False","False",""
"1","1","Lowland Giant","tmp","Near Mint","English","","","2023-03-04 19:16:32.163000","187","False","False",""
"1","1","Loxodon Warhammer","j22","Mint","English","","","2023-01-21 13:13:55.757000","784","False","False",""
"1","1","Loxodon Warhammer","mrd","Near Mint","English","","","2023-04-29 13:47:19.667000","201","False","False",""
"1","1","Lozhan, Dragons' Legacy","clb","Near Mint","English","","","2023-10-21 14:02:01.870000","428","False","True",""
"1","1","Lozhan, Dragons' Legacy","clb","Near Mint","English","foil","","2023-03-11 15:27:14.077000","281","False","False",""
"1","1","Lulu, Loyal Hollyphant","clb","Near Mint","English","","","2023-02-01 15:47:28.233000","32","False","False",""
"1","1","Lure","ima","Near Mint","English","","","2023-03-22 13:14:48.743000","175","False","False",""
"1","1","Lure","3ed","Near Mint","English","","","2023-04-13 08:19:38.637000","212","False","False",""
"2","2","Lure","4ed","Near Mint","English","","","2023-04-13 09:15:42.897000","262","False","False",""
"1","1","Lurking Predators","jmp","Near Mint","English","","","2023-05-24 13:10:41.443000","410","False","True",""
"1","1","Luxior, Giada's Gift","psnc","Near Mint","German","","","2023-05-11 07:13:14.370000","240p","False","False",""
"1","1","Luxury Suite","zne","Near Mint","English","","","2023-06-17 17:05:53.777000","18","False","False",""
"3","3","Luxury Suite","clb","Near Mint","English","","","2023-10-21 18:43:17.087000","602","False","True",""
"1","1","Maalfeld Twins","j22","Mint","English","","","2023-01-21 13:13:55.757000","438","False","False",""
"1","1","Machine God's Effigy","brc","Near Mint","English","","","2023-01-28 15:08:38.020000","16","False","False",""
"1","1","Mad Ratter","j22","Mint","English","","","2023-01-21 13:13:55.757000","570","False","False",""
"1","1","Maddening Wind","ice","Near Mint","English","","","2023-02-01 10:48:51.823000","254","False","False",""
"1","1","Maelstrom Wanderer","cmm","Near Mint","English","","","2023-08-10 10:49:25.563000","684","False","False",""
"1","1","Maelstrom Wanderer","cm1","Near Mint","English","foil","","2023-10-21 12:23:49.780000","11","False","True",""
"1","1","Maestros Theater","snc","Near Mint","English","","","2023-09-30 08:32:38.410000","251","False","False",""
